ID,class,category,subcategory,order,entry,name
C18644,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18644,Azinphos-ethyl	Inhibitor
C11018,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11018,Azinphos-methyl	Inhibitor
C18948,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18948,Bufencarb	Inhibitor
C14433,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14433,Bendiocarb	Inhibitor
C11073,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11073,Benfuracarb	Inhibitor
C18645,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18645,Butocarboxim	Inhibitor
C18646,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18646,Butoxycarboxim	Inhibitor
C18395,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18395,Cadusafos	Inhibitor
C07491,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C07491,Carbaryl	Inhibitor
C14291,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14291,Carbofuran	Inhibitor
C18416,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18416,Carbosulfan	Inhibitor
C18654,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18654,Chlorfenvinphos	Inhibitor
C18677,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18677,Chlorethoxyfos	Inhibitor
C18686,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18686,Chlormephos	Inhibitor
C14322,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14322,Chlorpyrifos	Inhibitor
C14520,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14520,Chlorpyrifos-methyl	Inhibitor
C18397,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18397,Cyanophos	Inhibitor
C14324,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14324,Diazinon	Inhibitor
C18655,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18655,Demeton-S-methyl	Inhibitor
C14430,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14430,Dichlorvos	Inhibitor
C18656,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18656,Dicrotophos	Inhibitor
C14326,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14326,Dimethoate	Inhibitor
C18400,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18400,Disulfoton	Inhibitor
C18953,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18953,Dioxacarb	Inhibitor
C14434,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14434,EPN	Inhibitor
C18649,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18649,Ethiofencarb	Inhibitor
C18725,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18725,Ethion	Inhibitor
C18687,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18687,Ethoprophos	Inhibitor
C18658,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18658,Famphur	Inhibitor
C14442,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14442,Fenitrothion	Inhibitor
C14425,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14425,Fenobucarb	Inhibitor
C14420,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14420,Fenthion	Inhibitor
C18668,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18668,Formetanate	Inhibitor
C18650,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18650,Furathiocarb	Inhibitor
C08526,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C08526,Galanthamine	Inhibitor
C18660,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18660,Heptenophos	Inhibitor
C00202,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C00202,Isoflurophate	Inhibitor
C18418,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18418,Isoprocarb	Inhibitor
C14580,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14580,Isoxathion	Inhibitor
C07497,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C07497,Malathion	Inhibitor
C18661,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18661,Mecarbam	Inhibitor
C18745,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18745,Methacrifos	Inhibitor
C18667,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18667,Methamidophos	Inhibitor
C14431,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14431,Methidathion	Inhibitor
C18651,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18651,Methiocarb	Inhibitor
C18747,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18747,Metolcarb	Inhibitor
C11196,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11196,Methomyl	Inhibitor
C07971,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C07971,Metrifonate	Inhibitor
C18688,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18688,Mevinphos	Inhibitor
C18663,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18663,Monocrotophos	Inhibitor
C18749,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18749,Naled	Inhibitor
C08200,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C08200,Neostigmine methylsulfate	Inhibitor
C20000,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C20000,Onchidal	Inhibitor
C18419,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18419,Oxamyl	Inhibitor
C18662,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18662,Omethoate	Inhibitor
C18664,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18664,Oxydemeton-methyl	Inhibitor
C06604,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C06604,Parathion	Inhibitor
C14228,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14228,Parathion-methyl	Inhibitor
C06606,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C06606,Paraoxon	Inhibitor
C14429,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14429,Phenthoate	Inhibitor
C11028,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11028,Phosalone	Inhibitor
C06535,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C06535,Physostigmine	Inhibitor
C18689,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18689,Phosphamidon	Inhibitor
C11079,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11079,Pirimicarb	Inhibitor
C19012,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C19012,Pirimiphos-ethyl	Inhibitor
C18403,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18403,Pirimiphos-methyl	Inhibitor
C18404,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18404,Profenofos	Inhibitor
C18405,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18405,Prothiofos	Inhibitor
C18406,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18406,Pyraclofos	Inhibitor
C18956,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18956,Promecarb	Inhibitor
C14334,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14334,Propoxur	Inhibitor
C18756,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18756,Phosmet	Inhibitor
C18690,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18690,Phorate	Inhibitor
C18757,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18757,Phoxim	Inhibitor
C18762,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18762,Pyridafenthion	Inhibitor
C11030,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11030,Quinalphos	Inhibitor
C11764,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C11764,Sarin	Inhibitor
C07494,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C07494,Soman	Inhibitor
C18691,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18691,Sulfotep	Inhibitor
C18692,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18692,Tebupirimfos	Inhibitor
C18809,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18809,Temefos	Inhibitor
C18693,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18693,Terbufos	Inhibitor
C14513,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14513,Tetrachlorvinphos	Inhibitor
C18423,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18423,Thiodicarb	Inhibitor
C18652,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18652,Thiofanox	Inhibitor
C18665,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18665,Thiometon	Inhibitor
C18657,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18657,Triazophos	Inhibitor
C18957,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18957,"2,3,5-Trimethacarb	Inhibitor"
C18666,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18666,Vamidothion	Inhibitor
C18771,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C18771,XMC	Inhibitor
C14579,Enzymes,Hydrolases,ACHE; acetylcholinesterase [HSA:43] [KO:K01049] [EC:3.1.1.7],N/A,C14579,Xylylcarb	Inhibitor
C06535,Enzymes,Hydrolases,BCHE; cholinesterase [HSA:590] [KO:K01050] [EC:3.1.1.8],N/A,C06535,Physostigmine	Inhibitor
C12959,Enzymes,Hydrolases,BCHE; cholinesterase [HSA:590] [KO:K01050] [EC:3.1.1.8],N/A,C12959,Dimetacrine tartrate	Inhibitor
C11766,Enzymes,Hydrolases,BCHE; cholinesterase [HSA:590] [KO:K01050] [EC:3.1.1.8],N/A,C11766,Rivastigmine	Inhibitor
C00202,Enzymes,Hydrolases,BCHE; cholinesterase [HSA:590] [KO:K01050] [EC:3.1.1.8],N/A,C00202,Isoflurophate	Inhibitor
C07708,Enzymes,Hydrolases,alpha-glucosidase [HSA:2548 2595 8972] [KO:K12316 K12317 K12047] [EC:3.2.1.20],N/A,C07708,Miglitol	Inhibitor
C07701,Enzymes,Hydrolases,ACE; peptidyl-dipeptidase A [HSA:1636] [KO:K01283] [EC:3.4.15.1],N/A,C07701,Benazepril hydrochloride	Inhibitor
C00773,Enzymes,Hydrolases,Aspartate protease,N/A,C00773,Pepstatin	Inhibitor
C07770,Enzymes,Hydrolases,beta-lactamase [EC:3.5.2.6],N/A,C07770,Sulbactam	Inhibitor
C07771,Enzymes,Hydrolases,beta-lactamase [EC:3.5.2.6],N/A,C07771,Tazobactam	Inhibitor
C03032,Enzymes,Hydrolases,calcium pump  [EC:3.6.3.8],N/A,C03032,Cyclopiazonic acid	Inhibitor
C09076,Enzymes,Lyases,adenylate cyclase [EC:4.6.1.1],N/A,C09076,Coleonol	Activator
C16007,Enzymes,Lyases,guanylate cyclase 2C (heat stable enterotoxin receptor) [HSA:2984] [KO:K12320] [EC:4.6.1.2],N/A,C16007,Guanylin	Agonist
C11173,Enzymes,Isomerases,DNA topoisomerase I [HSA:7150] [KO:K03163] [EC:5.99.1.2],N/A,C11173,SN-38	Inhibitor
C11689,Others,Cytoskeleton proteins,beta-tubulin [HSA:10381 10382 10383 203068 347688 347733 56604 7280 81027 84617] [KO:K07375],N/A,C11689,Curacin A	Inhibitor
C10886,Others,Cytoskeleton proteins,beta-tubulin [HSA:10381 10382 10383 203068 347688 347733 56604 7280 81027 84617] [KO:K07375],N/A,C10886,Steganacin	Inhibitor
