title,date,analysis,platform,ID,submitter,publications,organism,organism_parts,metabolites1,metabolites2,metabolites3,metabolites4,metabolites5,metabolites6,metabolites7,metabolites8,metabolites9,metabolites10,metabolites11,metabolites12,metabolites13,metabolites14,metabolites15,metabolites16,metabolites17,metabolites18,metabolites19,metabolites20
Evidence for quorum sensing and differential metabolite production by Ruegeria pomeroyi in response to DMSP,2015/1/29,mass spectrometry,TSQ Vantage (Thermo Scientific),MTBLS157,Winifred Johnson; Melissa Kido Soule; Elizabeth Kujawinski,,Ruegeria pomeroyi,endometabolome,"Adenosine 5'-diphosphate; adenosine 5-monophosphate; adenosine; S-Adenosyl-L-homocysteine; 4-aminobenzoic acid; arginine; aspartic acid; betaine; biotin; caffeine; choline; citric acid; citrulline; cyanocobalamin; 3-phospho-D-glyceric acid; D-glucosamine 6-phosphate; 5'-deoxy-5'(methylthio)adenosine (MTA); 1-Deoxy-D-xylulose 5-phosphate; desthiobiotin; (R)-2,3-Dihydroxypropane-1-sulfonate; DMSP (dimethylsulfonioproprionate); folic acid; fosfomycin; gamma-aminobutyric acid (GABA); glutamic acid; glutamine; glutathione; glyphosate; guanine; 2,3 -Dihydroxybenzoic acid; indole 3-acetic acid; inosine; inosine 5-monophosphate; L-cysteine; leucine|isoleucine; malic acid; 3-mercapto propionate; methionine; N-acetyl glutamic acid; NAD; NADP; pantothenic acid; phenylalanine; 6-Phospho-D-gluconate; proline; riboflavin; sn-glycerol 3-phosphate; sodium taurocholate; succinic acid; taurine; thiamine monophosphate; thiamine; thymidine; tryptophan; uracil; uridine 5-monophosphate; xanthine",,,,,,,,,,,,,,,,,,,
Distinct metabolic responses of an ovarian cancer stem cell line using gas chromatography mass spectrometry,2014/12/31,mass spectrometry,LECO Pegasus 4D,MTBLS150,Kathleen Vermeersch; Mark Styczynski,,Homo sapiens,ovarian serous adenocarcinoma cell line,"Methyl pyruvate; Acetamide, N,N-dimethyl-; Unknown 208; Unknown 150; Unknown 364; Diacetone alcohol; 2,6-Dimethyl-3-octene; 2-Methyl-2-butanamine; Unknown 414; Unknown 496 2; Unknown 508; L-Leucine; Prolinol; Unknown 859; Unknown 758; L-Serine; Unknown 745; Glycerol; Phosphoric acid; 2-(4-Methoxyphenyl)-2-propanol; Unknown 824; 1-Nonene, 4,6,8-trimethyl-; Glycine; L-Aspartic acid; 2,3,5,8-tetramethyl-decane; Unknown 1346; 4,6-Dimethyldodecane; L-Malic acid; Unknown 1384; Pyroglutamic acid; Pyroglutamic acid 2; L-Phenylalanine; Erythronic acid; 2,4,4-Trimethyl-1,3-pentanediyl bis(2-methylpropanoate); Unknown 1393; D-Ribose; 1-Iodo-2-methylundecane; Unknown 2149; Unknown 2204; Unknown 1859; 11-Methyl-1-dodecanol; Unknown 1722; Unknown 1699; O-Phosphoethanolamine; Citric acid; Unknown 1980; Unknown 1928; L-Tyrosine; D-Psicose; D-Allose; Unknown 2038; NA201002 (classified unknown); Unknown 2733; Heptacosane 2; Unknown 2675; Heptacosane 3; Mannose 6-phosphate; Heptacosane 4; Oxalic acid, allyl octadecyl ester 2; N-propyl-benzamide; Vinyl benzoate; trans-(2,3-Diphenylcyclopropyl)methyl phenyl sulfoxide; Unknown 2477; Unknown 3137; Cholesterol; Unknown 114; Urea, tetramethyl-; 3-Amino-2,4-dimethylpentane; Unknown 569; Unknown 641; L-Valine; Unknown 1059; Triethylene glycol; Unknown 2188; Isopropyl hexadecanoate; Palmitic acid; Unknown 3667; Unknown 192; Unknown 155; Unknown 112; L-Lactic acid; Unknown 421; Unknown 576; Pentasiloxane, dodecamethyl-; Unknown 609; L-Proline; Unknown 626; N-Decane 2; Unknown 1100; Fumaric acid; Nonanoic acid; Unknown 1534; Isobutyric anhydride; 2,6,10,14-tetramethylheptadecane; Heptacosane; 2,3,5,8-tetramethyl-decane 2; Unknown 2195; Unknown 1910; Unknown 1783; Unknown 2059","Unknown 2837; Unknown 2574; Stearic acid; Unknown 2705; 1-Iodo-2-methylundecane 2; Ethyl oxophenylacetate; 1-Ethyl-2-propylcyclohexane; Unknown 3425; Unknown 3353; Unknown 128; Unknown 743; Unknown 2891; Heptacosane 5; Unknown 187; Unknown 28; Unknown 86; Unknown 48; Unknown 133; Carbodiimide; Unknown 164; Boric acid; 5-Methyl-1-decene; Unknown 123; Unknown 139; 2,3,4-Trimethyl-3-hexenal; Unknown 64; (4E)-7-Methyl-4-decene; Unknown 199; Unknown 261; Unknown 215; Unknown 296; Unknown 217; Unknown 217 2; Unknown 369; Unknown 349; Unknown 372; 1-Butylamine; Nonanal; (2R,3S)-2-methyl-3-propyl-oxirane; Unknown 507; Unknown 714; Unknown 568; Unknown 679; N1-Isopropyl-2-methyl-1,2-propanediamine; Unknown 748; Unknown 624; Unknown 941; L-Isoleucine; Unknown 729; Unknown 1371; Acetophenone 2; Unknown 1105; Unknown 749; Unknown 384; Benzoic acid; Unknown 818; Unknown 828; Hexadecane 2; L-Isoleucine 2; 2-(4-Methyl-1-piperazinyl)ethanamine; Trichloro(docosyl)silane; Unknown 985; Unknown 930; L-Alanine 2; N-Decane; 3,5-Dimethyloctane; Unknown 1264; Unknown 1482; Undecane 2; Unknown 1489; Unknown 1314; Beta-Alanine; Unknown 1377; Unknown 1085; Hydroxyproline; Unknown 1768; 2,6,10,15-tetramethylheptadecane; L-Malic acid 2; N-Acetylserine; Unknown 1555; Unknown 1535; L-Glutamate; Erythritol; Hexadecane 4; L-Glutamate 2; Unknown 1612; 2-Butyl-1-octanol; Unknown 1676; Unknown 1327; 2,6,10,15-tetramethylheptadecane 2; Unknown 2452; 3,8-dimethylundecane; Unknown 2898; Unknown 1845; 1-Docosene; Unknown 2275; Myristic acid; Unknown 2717; Unknown 1907; Unknown 2542","1-Iodo-2-methylundecane 3; 2,6,10,15-tetramethylheptadecane 4; L-Tyrosine 2; Unknown 1969; D-Mannose; Mannitol; Unknown 3083; D-Glucose 2; Unknown 3003; NA201002 (classified unknown) 2; Unknown 2745; Allo-Inositol; myo-Inositol; Unknown 2437; Unknown 3289; Tridecane, 2-methyl- 2; Unknown 3300; Unknown 2678; Unknown 3541; Unknown 2330; Hexatriacontane; Unknown 3254; Unknown 3704; Unknown 3267; Unknown 3066; Unknown 3554; 11-Nitro-1-Undecene; Unknown 3556; Unknown 3567; Benzeneacetic acid, α-oxo-, methyl ester; Unknown 3923; Xylobiose; Unknown 3068; 1-Iodo-2-methylundecane 5; Unknown 3145; Unknown 3290; Unknown 3956; Unknown 3422; Unknown 3188; Heptacosane 7; 1-Ethyl-2-propylcyclohexane 2; Guanosine monophosphate; Adenosine monophosphate; Unknown 3275; Unknown 36; N-Methylformamide; Unknown 412; Unknown 446; Unknown 1023; Unknown 1010; Unknown 1166; Uracil; Unknown 1116; Unknown 1495; Unknown 2537; Unknown 2410; Unknown 2402; Unknown 2976; Unknown 3979; Unknown 2538; Unknown 1496; Unknown 2101; Unknown 1714; Unknown 1570; Unknown 39; Unknown 80; Unknown 90; Cyanamide; Unknown 172; Unknown 514; Unknown 120 2; Unknown 246; Unknown 218; Unknown 299; Unknown 540; Unknown 235; 3,7-Dimethyl-3-octanol; 1,2-Diaminopropane; 4-Methylundecane; Unknown 399; Unknown 538; Unknown 527; Unknown 522; Unknown 592; Unknown 787; D-prolinol; Tetradecane; Unknown 712; Unknown 566; Pyruvaldehyde; Ethanolamine; Hexadecane; Caprylic acid; Mequinol; N-Methyl-2-butanamine; L-Allothreonine; Unknown 1486; 4,6-Dimethyldodecane 2; Unknown 1549; Unknown 1243","L-Aspartic acid 2; 4-Hydroxy-L-proline; Gamma-Aminobutyric acid; 3,7,11-Trimethyl-1-dodecanol; Unknown 1717; Unknown 2077; Unknown 1914; L-Glutamate 3; 2-[2-(2-Methoxyethoxy)ethoxy]ethanol; Pyrophosphate; Acetophenone 3; Putrescine; Unknown 2344; 2,2'-[Oxybis(2,1-ethanediyloxy)]diethanol; Unknown 1576; NA A199009; Unknown 2792; Oxalic acid, allyl octadecyl ester; Unknown 2887; Unknown 2646; Unknown 2747; Unknown 3059; Unknown 3018; Unknown 3435; Unknown 3732; Unknown 4112; Unknown 3308; Unknown 3703; Unknown 3604; Unknown 3320; Uridine 5'-monophosphate; Uridine 5'-monophosphate 3; Unknown 3094; Unknown 119; Unknown 105; Unknown 352; Unknown 1488; Unknown 1826; Unknown 1958; 3-Pentanamine; Unknown 2529; Unknown 4326; Unknown 3688; Benzophenone; Unknown 1784; Unknown 2945",,,,,,,,,,,,,,,,
Plant-to-plant variability in root metabolite profiles of 19 Arabidopsis thaliana accessions is substance-class dependent,2016/9/30,mass spectrometry,5975C Series GC/MSD (Agilent),MTBLS338,Susann Mönchgesang; Nadine Strehmel; Diana Trutschel; Lore Westphal; Steffen Neumann; Dierk Scheel,,Arabidopsis thaliana,root,,,,,,,,,,,,,,,,,,,,
Multiplatform serum metabolic phenotyping combined with pathway mapping to identify biochemical differences in smokers,2017/3/7,mass spectrometry,Xevo G2 QTOF (Waters),MTBLS364,Emmanuel Minet; Manuja Kaluarachchi; Claire Boulange; Isabel Garcia-Perez; John Lindon,,Homo sapiens,blood serum,"SM(d18:1/22:0); SM(d18:1/23:0); 1-(6-[3]-ladderane-hexanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine; Bilirubin; Cer(d18:1/24:0); Cer(d18:1/24:1(15Z)); GalCer(d18:1/24:0); GlcCer(d14:1/22:1); GlcCer(d18:1/23:0); LysoPC(16:0); LysoPC(18:0); LysoPC(18:2); LysoPC(20:0); LysoPC(20:1); LysoPC(20:4); LysoPC(22:6); LysoPC(P-16:0); LysoPC(P-18:0); LysoPE(22:6); PC(15:1/20:4); PC(16:0/18:1); PC(16:0/18:2(9Z,12Z)); PC(17:1/20:4); PC(18:0/16:0); PC(18:0/22:6); PC(18:2/18:1); PC(20:4/22:6); PC(O-16:0/18:1); PC(O-16:0/22:6); PC(O-18:0/0:0); PC(O-20:0/18:2(9Z,12Z)); PC(P-18:0/16:0); PE(18:0/20:2); PE-Cer(15:2/24:0); PG(20:0/22:0); SM(18:1/16:0); SM(d18:1/14:0); SM(d18:1/18:1); SM(d18:1/24:0); SM(d18:1/24:1); SM(d18:2/14:0); SM(d18:2/15:0); SM(d18:2/21:0); SM(d18:2/22:0); SM(d18:2/24:1); TG(12:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)); TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)); TG(15:0/18:1/20:5); Tricosanamide",,,,,,,,,,,,,,,,,,,
Collagen induced arthritis in dba/1j mice associates with oxylipin changes in plasma,2015/11/4,mass spectrometry,6490 Triple Quadrupole LC/MS (Agilent),MTBLS243,Min He; Slavik Koval,,Mus musculus,blood plasma,"6-keto-PGF1a; TXB2; 9,12,13-TriHOME; PGF2a; 9,10,13-TriHOME; 13,14-dihydro-PGF2a; 13,14-dihydro-15-keto-PGF2a; 12,13-DiHOME; 9,10-DiHOME; 19,20-DiHDPA; 14,15-DiHETrE; 12S-HHTrE; 12S-HEPE; 13-HODE; 9-HODE; 15-HETE; 13-KODE; 17-HDoHE; 11-HETE; 14-HDoHE; 13-HDoHE; 10-HDoHE; 9-KODE; 12-HETE; 8-HETE; 9-HETE; 5-HETE; 8-HETrE; 12,13-EpOME; 9,10-EpOME",,,,,,,,,,,,,,,,,,,
"Targeted metabolomic analysis in hepatic extracts, serum, and urine of female mice gavaged with TCDD every 4 days for 28 days",2017/2/2,mass spectrometry,TSQ Vantage (Thermo Scientific),MTBLS225,Timothy Zacharewski; Rance Nault,,Mus musculus,liver,Oxoglutaric acid; 2-dehydro-D-gluconate; 2-Hydroxy-2-methylbutanedioic acid; isopropyl malic acid; 2-oxo-4-methylthiobutanoate; 2-phosphoglycerate; 3-phoshoglycerate; 3-hydroxy-3-methylglutaryl-CoA; 3-hydroxybutyryl-CoA; 3-hydroxyphenylacetic acid; 3-methylxanthine; 3-phenylpropionic acid; 3-methylphenylacetic acid; 4-Pyridoxic acid; 5-phosphoribosyl-1-pyrophosphate; 6-phosphogluconic acid; acetoacetate; acetoacetyl-CoA; acetyl-CoA; aconitate; adenine; adenosine 5'-phosphosulfate; ADP; AMP; ATP; ADP-D-glucose; allantoate; allantoin; Aminoadipic acid; p-aminobenzoate; anthranilate; Ascorbic acid; aspartate; Atrolactic acid; butyryl-CoA; CDP-choline; CDP-ethanolamine; Cellobiose; cholesteryl sulfate; Citraconic acid; Citric acid; isocitric acid; CMP; CoA; CTP; cyclic-AMP; dADP; dGDP; dAMP; dATP; dCDP; dCMP; dCTP; Deoxycholic acid; deoxyinosine; deoxyribose-phosphate; deoxyuridine; dephospho-CoA; D-gluconate; dGMP; diaminopimelic acid; dihydroorotate; dihydroxy-acetone-phosphate; D-seduheptulose-7-phosphate; dTDP; dTMP; erythrose-4-phosphate; FAD; FMN; fructose-6-phosphate; fumarate; galactose-1-phosphate; GDP; Geranyl-pyrophosphate; glucono-lactone; glucose-6-phosphate; glucuronic acid; glutamate; glutamine; glutaric acid; oxidized glutathione; glutathione reduced; glycerate; G3P; glycolate; guanine; GMP; GTP; hexose-phosphate; homocysteic acid; Hydroxyisocaproic acid; hydroxyphenylpyruvate; hypoxanthine; IDP; Indole-3-carboxylic acid; Indoleacrylic acid; inosine; itaconic acid; ketovaline (3-methyl-2-oxobutyrate); Kynurenic acid,"lactate; malate; malonyl-CoA; mannose 6-phosphate; mannose-1-phosphate; methylcitrate; mevalonic acid; myo-inositol; N-acetyl-glucosamine-1-phosphate; N-Acetyl-L-alanine; NAD; NADH; NADPH; Carbamoyl aspartate; NADP; OBP; Octulose-8-phosphate; orotate; oxaloacetate; pantothenate; p-coumaric acid; phenylalanine; phenyllactic acid; Phenylpropiolic acid; phenylpyruvate; p-hydroxybenzoate; propionyl-CoA; Pyroglutamic acid; Pyrophosphate; pyruvic acid; quinolinate; ribose 5-phosphate; ribulose-5-phosphate; S-adenosyl-L-homocysteine; SBP; succinate; succinyl-CoA; methylmalonyl-CoA; sucrose; taurine; Taurodeoxycholic acid; tropic acid; tryptophan; tyrosine; UDP-D-glucose; UDP-D-glucuronate; UDP-N-acetyl-glucosamine; uric acid; uridine; UDP; UMP; UTP; xanthine; xanthosine; Xanthurenic acid; XMP; alanine; arginine; citrulline; cysteine; glycine; histidine; leucine; isoleucine; lysine; methionine; proline; threonine; valine; Glycerate; Uracil; ketoisovalerate; maleic acid; Succinate; Succinate-d4; Thymine; Glutaric Acid; Malate; Adenine; Hypoxanthine; Glutamine; Allantoate; phosphoserine; ribose-5-p; ribulose-5-p; Xanthosine; CDP; fructose 1,6-bisphosphate; Betaine; Glutaric acid; Acetylphosphate; Glutamic acid; oxalic acid; 2,3-dihydroxybenzoic acid; shikimate; D-glucarate; Deoxycholate; Cholic acid; trehalose-6-Phosphate; (3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl glycolate",Glycine-CBZ; Alanine-CBZ; Serine-CBZ; Proline-CBZ; Valine-CBZ; Threonine-CBZ; Cysteine-CBZ; Isoleucine-CBZ; Leucine-CBZ; Asparagine-CBZ; Aspartate-CBZ; Glutamine-CBZ; Glutamate-CBZ; Methionine-CBZ; Histidine-CBZ; Phenylalanine-CBZ; Arginine-CBZ; Tyrosine-CBZ; Tryptophan-CBZ; Ornithine-CBZ; Lysine-CBZ; 5-BrUTP; Pyruvic Acid; Lactate; Beta-Aminoisobutyric Acid; Cytosine; Carbamoyl Phosphate; Orotate; phosphoenolpyruvate; GAP; DHAP; glucono-delta-lactone; 3-phosphoglycerate; thymidine; bisphosphoglycerate; dUMP; orotidine-5-phosphate; flavin mononucleotide; dTTP; dGTP; ADP-ribose; 2-oxobutanoate; 4-aminobutyrate; Choline; Guanidoacetic acid; Nicotinic acid; ketoleucine; ketoisoleucine; Mevalonic acid; Hydroxyphenylacetic acid; chlorosuccinic acid; indole-3-carboxylic acid; phthalic acid; Creatinine; prephenate; shikimate-3-phosphate; GDP-Choline; S-ribosyl-L-homocysteine; disaccharide sugars; Thiamine pyrophosphate; adenosine 5--phosphosulfate; dUTP; CDP choline,,,,,,,,,,,,,,,,,
LipidFrag: Improving reliability of in silico fragmentation of lipids and application to the Caenorhabditis elegans lipidome,2017/3/9,mass spectrometry,maXis (Bruker),MTBLS291,Michael Witting; Christoph Ruttkies; Steffen Neumann; Phillipe Schmitt-Kopplin,,reference compound; Sus scrofa; Gallus gallus; Caenorhabditis elegans,mixture; brain; egg; whole organism,Cer(d18:1/16:0); Cer(d18:0/16:0); Cer(d18:0/18:1); Cer(d18:0/18:0); Cer(d18:1/22:1); Cer(d18:0/22:1); Cer(d18:1/22:0); Cer(d18:0/22:0); PE(16:1/16:1); PE(16:0/16:1); Cer(d18:1/24:1); Cer(d18:0/24:1); Cer(d18:1/24:0); Cer(d18:0/24:0); PE(16:0/17:1); PE(18:1/16:0); PE(17:1/17:1); PE(16:0/18:1); PG(16:0/16:1); Cer(d18:1/26:1); PE(18:1/17:1); PG(16:0/17:1); PE(18:1/18:1); PG(18:1/16:1); PG(16:0/18:1); PE(18:1/19:1); PG(18:1/17:1); PG(16:0/19:1); PG(18:1/18:1); PC(16:0/16:1); PS(18:1/18:1); PS(18:0/18:1); PC(16:0/18:2); PC(16:0/18:1); PS(18:0/20:4); PC(16:0/20:4); PC(18:1/18:2); PC(18:1/18:1); PI(16:0/18:3); PC(18:0/18:1); PI(16:0/18:2); PI(16:0/18:1); PS(18:0/22:5); PS(18:0/22:4); PC(16:0/22:6); PC(16:0/22:5); PC(18:0/20:4); PI(36:5); PI(18:2/18:2); PI(18:1/18:2); PI(18:0/18:3); PI(18:0/18:2),,,,,,,,,,,,,,,,,,,
Detection of adulteration in Iranian saffron samples by 1H NMR spectroscopy and multivariate data analysis techniques,2017/7/20,NMR spectroscopy,Bruker,MTBLS331,Reza Dowlatabadibazaz; Farshad Farshidfar,,Crocus sativus,stigma,picrocrocin; safranal; crocin-1; bis(beta-D-glucosyl) crocetin; beta-D-gentiobiosyl beta-D-glucosyl crocetin; beta-D-gentiobiosyl crocetin; beta-D-glucosyl crocetin; tartrazine; naphthol yellow; formate; acetate; glycine; alanine; glucose; fructose; asparagine; fumarate; glutamine; isoleucine; lactate; lysine; phenylalanine; proline; threonine; valine,,,,,,,,,,,,,,,,,,,
"Individual variability in human blood metabolites identifies age-related differences (30 persons, plasma data).",2016/3/10,mass spectrometry,LTQ Orbitrap Classic (Thermo Scientific),MTBLS266,Romanas Chaleckis; Hiroshi Kondoh; Mitsuhiro Yanagida; Itsuo Murakami; Junko Takada,,Homo sapiens,blood plasma,ADP; AMP; ATP; CTP; GTP; IMP; UDP; 1-Methyl-adenosine; 1-Methyl-guanosine; Adenine; Adenosine; Caffeine; Cytidine; Dimethyl-guanosine; Dimethyl-xanthine; 4-Aminobenzoate; NAD+; NADP+; Nicotinamide; Pantothenate; GDP-glucose; Glucosamine; N-Acetyl-D-glucosamine; Arginine; Histidine; Phenylalanine; Tryptophan; Tyrosine; Betaine; Butyro-betaine; Dimethyl-arginine; Dimethyl-lysine; Dimethyl-proline (stachydrine); alpha-methylhistidine; 1-methylhistidine; 3-methylhistidine; N(alpha)-methyl-L-histidine; histidine methyl ester; Methyl-lysine; S-Methyl-ergothioneine; Trimethyl-histidine (hercynine); Trimethyl-lysine; Trimethyl-phenylalanine; Trimethyl-tryptophan (hypaphorine); Trimethyl-tyrosine; N-Acetylisoleucine; N-Acetylleucine; N-Acetyl-arginine; N-Acetyl-glutamate; N-Acetyl-ornithine; N2-Acetyl-lysine; N6-Acetyl-lysine; 4-Guanidinobutanoate; Acetylcarnosine; Arginino-succinate; Carnosine; Citrulline; Creatine; Hippurate; Kynurenine; Phosphocreatine; S-Adenosyl-homocysteine; S-Adenosyl-methionine; Acetyl-carnitine; Butyryl-carnitine; Carnitine; Decanoyl-carnitine; Dodecanoyl-carnitine; Hexanoyl-carnitine; Isovaleryl-carnitine; Octanoyl-carnitine; Propionyl-carnitine; Tetradecanoyl-carnitine; CDP-choline; CDP-ethanolamine; Glycerophosphocholine; Ergothioneine; Glutathione disulfide (GSSG); Ophthalmic acid; HEPES [M+H]+; PIPES [M+H]+,,,,,,,,,,,,,,,,,,,
"Metabolomics reveals an involvement of pantothenate for male production responding to the short-day stimulus in the water flea, Daphnia pulex",2017/4/3,mass spectrometry,LTQ FT-Ultra (Thermo Scientific),MTBLS259,Alex Gavin,,solvent; Daphnia pulex; blank,whole organism,"S-Adenosyl-L-homocysteine; Phosphodimethylethanolamine; N-Acetyl-D-glucosamine; N-Acetyl-D-mannosamine; N1-Acetylspermidine; N8-Acetylspermidine; L-methionine S-oxide; Formylisoglutamine; N-Formimino-L-glutamate; methionine; D-1-Aminopropan-2-ol O-phosphate; N-Methylethanolamine phosphate; 4-Methylaminobutyrate; 5-Aminopentanoate; Betaine; L-Valine; 4-Hydroxyphenylacetonitrile; Indolin-2-one; 4-Aminobenzoate; Anthranilate; N-Methylnicotinate; 3-Ureidopropionate; L-Asparagine; N-Carbamoylsarcosine; 1-Amino-1-deoxy-scyllo-inositol 4-phosphate; Aminofructose 6-phosphate; D-Glucosamine 6-phosphate; Kanosamine 6-phosphate; alpha-D-Glucosamine 1-phosphate; (3S)-3,6-Diaminohexanoate; (3S,5S)-3,5-Diaminohexanoate; 2,5-Diaminohexanoate; D-Lysine; L-Lysine; (3R)-beta-Leucine; 6-Aminohexanoate; L-Isoleucine; L-Leucine; L-Norleucine; O-Succinyl-L-homoserine; N-Succinyl-L-citrulline; N-Acetyl-L-glutamate 5-semialdehyde; N-Acetyl-D-glucosaminate; L-Homocysteine; D-Fructose; D-Galactose; D-Glucose; D-Mannose; alpha-D-Glucose; beta-D-Fructose; beta-D-Glucose; myo-Inositol; Cellotetraose; Isolychnose; Lychnose; Stachyose; Bis-D-fructose 2,1:2,1-dianhydride; 5-Phosphoribosylamine; 2-Formaminobenzoylacetate; 4-(2-Aminophenyl)-2,4-dioxobutanoate; 2-alpha-D-Glucosyl-D-glucose; Cellobiose; D-Glucosyl-D-mannose; Epimelibiose; Inulobiose; Isomaltose; Lactose; Laminaribiose; Maltose; Melibiose; Nigerose; Palatinose; Sucrose; alpha,alpha-Trehalose; alpha-D-Galactosyl-(1->3)-1D-myo-inositol; alpha-Maltose; beta-Maltose; 1F-beta-D-Fructosylsucrose; 6F-alpha-D-Galactosylsucrose; Cellotriose; D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; Raffinose; (2R,4S)-2,4-Diaminopentanoate; Ornithine",,,,,,,,,,,,,,,,,,,
A metabolomics approach to unravel the regulating role of phytohormones towards carotenoid metabolism in tomato fruit. (beta-carotene),2014/8/31,mass spectrometry,Exactive (Thermo Scientific),MTBLS110,Lieven Van Meulebroek; Julie Vanden Bussche; Nathalie De Clercq; Kathy Steppe; Lynn Vanhaecke,,Solanum lycopersicum,fruit,1-acetylindole-3-carboxaldehyde; cis-zeatin-O-glucoside|trans-zeatin-O-glucoside|cis-zeatin-9-glucoside|trans-zeatin-9-glucoside|cis-zeatin-7-glucoside|trans-zeatin-7-glucoside,,,,,,,,,,,,,,,,,,,
