GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
2873423,250,26304466,10.1158/1940-6207.capr-15-0212,2015-11-01,FALSE,Urinary metabolites of prostanoids and risk of recurrent colorectal adenomas in the Aspirin/Folate Polyp Prevention Study (AFPPS),"Veronika Fedirko, Patrick T Bradshaw, Jane C Figueiredo, Robert S Sandler, Elizabeth L Barry, Dennis J Ahnen, Ginger L Milne, Robert S Bresalier, John A Baron","Cancer prevention research (Philadelphia, Pa.)",2015 Nov; 8(11):1061-8,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
12412954,245,20005558,10.1016/j.thromres.2009.11.008,2010-03-01,FALSE,The effect of the long term aspirin administration on the progress of atherosclerosis in apoE-/- LDLR-/- double knockout mouse,"Y Yamamoto, T Yamashita, F Kitagawa, K Sakamoto, J C Giddings, J Yamamoto",Thrombosis research,2010 Mar; 125(3):246-52,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
10182453,242,14975458,10.1016/j.jacc.2003.09.041,2004-02-18,FALSE,Optimal suppression of thromboxane A(2) formation by aspirin during percutaneous transluminal coronary angioplasty: no additional effect of a selective cyclooxygenase-2 inhibitor,"Dermot Kearney, Anthony Byrne, Peter Crean, Dermot Cox, Desmond J Fitzgerald",Journal of the American College of Cardiology,2004 Feb; 43(4):526-31,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
10974665,242,16507859,10.1183/09031936.06.00095705,2006-03-01,FALSE,A study of aspirin and clopidogrel in idiopathic pulmonary arterial hypertension,"I M Robbins, S M Kawut, D Yung, M P Reilly, W Lloyd, G Cunningham, J Loscalzo, S E Kimmel, B W Christman, R J Barst",The European respiratory journal,2006 Mar; 27(3):578-84,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
3102763,150,26946143,10.1007/s10616-016-9960-7,2016-12-01,FALSE,Stimulation of fat storage by prostacyclin and selective agonists of prostanoid IP receptor during the maturation phase of cultured adipocytes,"Ferdous Khan, Pinky Karim Syeda, Michael Nii N Nartey, Mohammad Shahidur Rahman, Mohammad Safiqul Islam, Kohji Nishimura, Mitsuo Jisaka, Fumiaki Shono, Kazushige Yokota",Cytotechnology,2016 Dec; 68(6):2417-2429,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
359176,145,20451268,10.1016/j.ijcard.2010.04.015,2011-08-04,FALSE,A profile of NSAID-targeted arachidonic acid metabolisms in human embryonic stem cells (hESCs): implication of the negative effects of NSAIDs on heart tissue regeneration,"Annirudha Chillar, Shui-Ping So, Cheng-Huai Ruan, Harnath Shelat, Yong-Jian Geng, Ke-He Ruan",International journal of cardiology,2011 Aug; 150(3):253-9,aspirin,,pgi,2244,pgi,glucose-6-phosphate isomerase,TRUE,20091,1452,34603510,4572961,75,3939
3358761,265,35015330,10.1111/1471-0528.17096,2022-01-11,FALSE,Serum PlGF compared to PAPP-A in first trimester screening for preterm preeclampsia: Adjusting for the effect of aspirin treatment,"David Wright, Min Yi Tan, Neil O'Gorman, Argyro Syngelaki, Kypros H Nicolaides",BJOG : an international journal of obstetrics and gynaecology,2022 Jan; ?(?):,aspirin,,placental growth factor,2244,pgf,placental growth factor,TRUE,20091,1444,34603510,4572961,74,3889
3840404,265,36010165,10.3390/diagnostics12081814,2022-07-28,FALSE,Reduction in Preterm Preeclampsia after Contingent First-Trimester Screening and Aspirin Prophylaxis in a Routine Care Setting,"Cristina Trilla, Josefina Mora, Nuria Ginjaume, Madalina Nicoleta Nan, Obdulia Alejos, Carla Domínguez, Carmen Vega, Yessenia Godínez, Monica Cruz-Lemini, Juan Parra, Elisa Llurba","Diagnostics (Basel, Switzerland)",2022 Jul; 12(8):,aspirin,,placental growth factor,2244,pgf,placental growth factor,TRUE,20091,1444,34603510,4572961,74,3889
5458595,265,33998099,10.1002/uog.23668,2021-10-01,FALSE,ASPRE trial: risk factors for development of preterm pre-eclampsia despite aspirin prophylaxis,"L Shen, R J Martinez-Portilla, D L Rolnik, L C Poon",Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology,2021 Oct; 58(4):546-552,aspirin,,placental growth factor,2244,pgf,placental growth factor,TRUE,20091,1444,34603510,4572961,74,3889
5872544,265,34875953,10.1080/10641955.2021.2014518,2021-12-07,FALSE,Combined apocyanin and aspirin treatment activates the PI3K/Nrf2/HO-1 signaling pathway and ameliorates preeclampsia symptoms in rats,"Yaru Ju, Yan Feng, Xiaolin Hou, Lixia Wu, Huixia Yang, Hongjuan Zhang, Yan'Na Ma",Hypertension in pregnancy,2021 Dec; ?(?):1-12,aspirin,,plgf,2244,pgf,placental growth factor,TRUE,20091,1444,34603510,4572961,74,3889
5279934,260,33493277,10.1093/molehr/gaaa089,2021-01-22,FALSE,Aspirin reduces sFlt-1-mediated apoptosis of trophoblast cells in preeclampsia,"Qing Zuo, Yanfeng Zou, Shiyun Huang, Tianjun Wang, Yetao Xu, Tingting Zhang, Min Zhang, Zhiping Ge, Ziyan Jiang",Molecular human reproduction,2021 01; 27(1):,aspirin,,plgf,2244,pgf,placental growth factor,TRUE,20091,1444,34603510,4572961,74,3889
5255236,270,33427041,10.1177/1078155220984846,2021-06-01,TRUE,Updates on the molecular mechanisms of aspirin in the prevention of colorectal cancer: Review,"Yaschilal Muche Belayneh, Gedefew Getnet Amare, Birhanu Geta Meharie",Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,2021 Jun; 27(4):954-961,aspirin,,akt,2244,akt1,akt serine/threonine kinase 1,TRUE,20091,78526,34603510,4572961,145,3843
3809294,265,35926565,10.1016/j.taap.2022.116169,2022-08-01,FALSE,Identification of target and pathway of aspirin combined with Lipitor treatment in prostate cancer through integrated bioinformatics analysis,"Xiao Wang, Yi Wu, Junlei Liu, Xuetao Xu, Zhaojun Sheng, Wenfeng Liu, Min Chen, Yanyan Ma, Denggao Zhao, Dongli Li, Xi Zheng",Toxicology and applied pharmacology,2022 Aug; 452(?):116169,aspirin,,akt,2244,akt1,akt serine/threonine kinase 1,TRUE,20091,78526,34603510,4572961,145,3843
3822817,265,35963119,10.1016/j.redox.2022.102426,2022-08-04,FALSE,Aspirin promotes RSL3-induced ferroptosis by suppressing mTOR/SREBP-1/SCD1-mediated lipogenesis in PIK3CA-mutatnt colorectal cancer,"Hao Chen, Qinqin Qi, Nan Wu, Ying Wang, Qian Feng, Rong Jin, Lei Jiang",Redox biology,2022 Aug; 55(?):102426,aspirin,,akt; protein kinase b,2244,akt1,akt serine/threonine kinase 1,TRUE,20091,78526,34603510,4572961,145,3843
3833117,265,35990842,10.1155/2022/9828518,2022-01-01,FALSE,Exploring the Mechanism of Aspirin in the Treatment of Kawasaki Disease Based on Molecular Docking and Molecular Dynamics,"Li Xiong, Junfeng Cao, Yixin Qiu, Yinyin Fu, Siyi Chen, Mengjia He, Shengyan Chen, Wei Xie, Xingyu Yang, Chaochao Wang, Mei Wu, Hengxiang Xu, Yijun Chen, Xiao Zhang",Evidence-based complementary and alternative medicine : eCAM,2022; 2022(?):9828518,aspirin,,akt,2244,akt1,akt serine/threonine kinase 1,TRUE,20091,78526,34603510,4572961,145,3843
5811196,265,34707700,10.3892/etm.2021.10853,2021-12-01,FALSE,Low-dose aspirin might alleviate the symptoms of preeclampsia by increasing the expression of antioxidative enzymes,"Wen Xiong, Yanjun Wang, Xine Zhou",Experimental and therapeutic medicine,2021 Dec; 22(6):1418,aspirin,,akt,2244,akt1,akt serine/threonine kinase 1,TRUE,20091,78526,34603510,4572961,145,3843
191401,265,29229321,10.1016/j.ajog.2017.11.565,2018-02-01,TRUE,"The role of aspirin, heparin, and other interventions in the prevention and treatment of fetal growth restriction","Katie M Groom, Anna L David",American journal of obstetrics and gynecology,2018 02; 218(2S):S829-S840,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
1251337,265,29519806,10.1182/blood-2017-05-743187,2018-04-19,TRUE,Cancer and platelet crosstalk: opportunities and challenges for aspirin and other antiplatelet agents,"Xiaohong Ruby Xu, George M Yousef, Heyu Ni",Blood,2018 04; 131(16):1777-1789,acetylsalicylic acid; aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
3514156,265,35434898,10.1002/cam4.4756,2022-04-17,FALSE,Implementing subtype-specific pre-clinical models of breast cancer to study pre-treatment aspirin effects,"Ian S Miller, Sonja Khan, Liam P Shiels, Sudipto Das, Alice C O' Farrell, Kate Connor, Adam Lafferty, Bruce Moran, Claudio Isella, Paul Loadman, Emer Conroy, Susan Cohrs, Roger Schibli, Robert S Kerbel, William M Gallagher, Elisabetta Marangoni, Kathleen Bennett, Darran P O' Connor, Róisín M Dwyer, Annette T Byrne",Cancer medicine,2022 Apr; ?(?):,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
3658949,265,35535453,10.1002/jcb.30264,2022-05-10,FALSE,A novel role for aspirin in enhancing the reprogramming function of miR-302/367 cluster and breast tumor suppression,"Mohammad A Rezania, Azadeh Eghtedari, Masoumeh F Taha, Ali M Ardekani, Arash Javeri",Journal of cellular biochemistry,2022 May; ?(?):,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
3669304,265,35555368,10.1096/fasebj.2022.36.s1.r3288,2022-05-01,FALSE,Aspirin Treatment Improves Excess Activin A Associated Cardiac Dysfunction In Pregnancy,"Bhavisha A Bakrania, Ana Palei, Sajid Shahul, Michael Hall, Joey P Granger",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2022 May; 36 Suppl 1(?):,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
3802663,265,35908144,10.1007/s12015-022-10419-8,2022-07-31,FALSE,Aspirin-Mediated Reset of Preeclamptic Placental Stem Cell Transcriptome - Implication for Stabilized Placental Function,"Matthew P Romagano, Lauren S Sherman, Bobak Shadpoor, Markos El-Far, Sami Souayah, Sri Harika Pamarthi, Joshua Kra, Anupama Hood-Nehra, Jean-Pierre Etchegaray, Shauna F Williams, Pranela Rameshwar",Stem cell reviews and reports,2022 Jul; ?(?):,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
5781156,265,34626297,10.1007/s10552-021-01501-6,2021-10-09,FALSE,Aspirin use and prostate tumor angiogenesis,"Benjamin C Fu, Kai Wang, Lorelei A Mucci, Steven K Clinton, Edward L Giovannucci",Cancer causes & control : CCC,2021 Oct; ?(?):,aspirin,,angiogenin,2244,ang,angiogenin,TRUE,20091,23855,34603510,4572961,111,3804
3505442,265,35414501,NULL,2022-03-01,FALSE,Transcriptional Profile of HCV Replicon Cells after Treatment with Acetylsalicylic Acid,"Clara Patricia Rios-Ibarra, Barbara Verduzco-Garza, Rocio Ortiz-Lopez, Yohann Grondin, Mauricio Salinas-Santander, Luis Alberto Arvizu-Gutierrez, Monica Gabriela Sanchez-Salazar, Enrique Cervantes-Astorga, Danielle A Orozco-Nunnelly, Ana Maria Rivas-Estilla",Annals of clinical and laboratory science,2022 Mar; 52(2):222-229,acetylsalicylic acid,,interleukin 8,2244,cxcl8,c-x-c motif chemokine ligand 8,TRUE,20091,28926,34603510,4572961,114,3764
3719631,265,35683034,10.3390/ijms23116355,2022-06-06,FALSE,"Accumulation of Deleterious Effects in Gastric Epithelial Cells and Vascular Endothelial Cells In Vitro in the Milieu of Helicobacter pylori Components, 7-Ketocholesterol and Acetylsalicylic Acid","Adrian Ł Gajewski, Mateusz Gawrysiak, Agnieszka Krupa, Tomasz Rechciński, Maciej Chałubiński, Weronika Gonciarz, Magdalena Chmiela",International journal of molecular sciences,2022 Jun; 23(11):,acetylsalicylic acid,,il-8,2244,cxcl8,c-x-c motif chemokine ligand 8,TRUE,20091,28926,34603510,4572961,114,3764
5074807,260,32930782,10.1210/clinem/dgaa642,2020-12-01,FALSE,The 15-Epilipoxin-A4 Pathway with Prophylactic Aspirin in Preventing Preeclampsia: A Longitudinal Cohort Study,"Renuka Shanmugalingam, XiaoSuo Wang, Penelope Motum, Ian Fulcher, Gaksoo Lee, Roshika Kumar, Annemarie Hennessy, Angela Makris",The Journal of clinical endocrinology and metabolism,2020 12; 105(12):,aspirin,,il-8,2244,cxcl8,c-x-c motif chemokine ligand 8,TRUE,20091,28926,34603510,4572961,114,3764
5228524,260,33354924,10.1111/bcpt.13549,2021-04-01,FALSE,The effect of acetylsalicylic acid and pentoxifylline in guinea pigs with non-alcoholic steatohepatitis,"David Højland Ipsen, Josephine Skat-Rørdam, Marianne Svenningsen, Mia Andersen, Markus Latta, Lene Elisabeth Buelund, Kristine Lintrup, René Skaarup, Jens Lykkesfeldt, Pernille Tveden-Nyborg",Basic & clinical pharmacology & toxicology,2021 Apr; 128(4):583-593,acetylsalicylic acid,,interleukin 8,2244,cxcl8,c-x-c motif chemokine ligand 8,TRUE,20091,28926,34603510,4572961,114,3764
5444706,260,33959001,10.3389/fphar.2021.589418,2021-01-01,FALSE,A Combination of Atorvastatin and Aspirin Enhances the Pro-Regenerative Interactions of Marrow Stromal Cells and Stroke-Derived Monocytes In Vitro,"Nikunj Satani, Xu Zhang, Kaavya Giridhar, Natalia Wewior, Chunyan Cai, Jaroslaw Aronowski, Sean I Savitz",Frontiers in pharmacology,2021; 12(?):589418,aspirin,,il-8,2244,cxcl8,c-x-c motif chemokine ligand 8,TRUE,20091,28926,34603510,4572961,114,3764
1777335,260,23879005,NULL,2013-01-01,TRUE,[Prevention of atherosclerosis in children--the role of statins and aspirin],"Katarzyna Stolarz-Skrzypek, Adam Bednarski, Dorota Drozdz, Danuta Czarnecka",Przeglad lekarski,2013; 70(2):57-64,acetylsalicylic acid; aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
2693284,260,25812803,10.1007/s40256-015-0111-x,2015-06-01,TRUE,Statins and aspirin: do they really work in women?,"Hemal Desai, Paula W Hollingsworth, Atul R Chugh","American journal of cardiovascular drugs : drugs, devices, and other interventions",2015 Jun; 15(3):151-62,aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
9510600,252,12818730,10.1016/s0002-9149(03)00429-6,2003-06-19,TRUE,"Role of 3-hydroxy-3-methylglutaryl coenzyme a reductase inhibitors, angiotensin-converting enzyme inhibitors, cyclooxygenase-2 inhibitors, and aspirin in anti-inflammatory and immunomodulatory treatment of cardiovascular diseases","Bernhard Schieffer, Helmut Drexler",The American journal of cardiology,2003 Jun; 91(12A):12H-18H,aspirin,,3-hydroxy-3-methylglutaryl coenzyme a reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
11170269,252,17008981,10.1007/s11239-006-8670-y,2006-10-01,TRUE,Possible mechanisms of drug-induced aspirin and clopidogrel resistance,"Walter S Schroeder, Linda Ghobrial, Pritesh J Gandhi",Journal of thrombosis and thrombolysis,2006 Oct; 22(2):139-50,aspirin,,hmg-coa reductase; hmgcoa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
1900864,250,24215903,10.1186/1756-0500-6-455,2013-11-12,FALSE,Low-dose aspirin-associated upper gastric and duodenal ulcers in Japanese patients with no previous history of peptic ulcers,"Naohiko Kawamura, Yoshitsugu Ito, Makoto Sasaki, Akihito Iida, Mari Mizuno, Naotaka Ogasawara, Yasushi Funaki, Kunio Kasugai",BMC research notes,2013 Nov; 6(?):455,aspirin,,3-hydroxy-3-methylglutaryl-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
1035124,245,22088425,10.1016/j.dld.2011.10.005,2012-03-01,FALSE,Association of SLCO1B1 1b with peptic ulcer amongst Japanese patients taking low-dose aspirin,"Akiko Shiotani, Takahisa Murao, Takashi Sakakibara, Ken-Ichi Tarumi, Noriaki Manabe, Tomoari Kamada, Hiroaki Kusunoki, Ken Haruma",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2012 Mar; 44(3):201-5,aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
3950556,155,30537987,10.1186/s13058-018-1074-z,2018-12-11,FALSE,The isomiR-140-3p-regulated mevalonic acid pathway as a potential target for prevention of triple negative breast cancer,"Anjana Bhardwaj, Harpreet Singh, Celestine Marie Trinidad, Constance T Albarracin, Kelly K Hunt, Isabelle Bedrosian",Breast cancer research : BCR,2018 12; 20(1):150,aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
2937212,150,26479580,10.1080/09540121.2015.1099602,2016-01-01,FALSE,Coronary artery disease risk reduction in HIV-infected persons: a comparative analysis,"Nwora Lance Okeke, Tammy Chin, Meredith Clement, Shein-Chung Chow, Charles B Hicks",AIDS care,2016; 28(4):475-82,aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
3638240,85,35490599,10.1016/j.plefa.2022.102428,2022-04-16,FALSE,Statin therapy upregulates arachidonic acid status via enhanced endogenous synthesis in patients with plaque psoriasis,"Michael S Garshick, Robert Block, Kamelia Drenkova, Michael Tawil, Genevieve James, J Thomas Brenna","Prostaglandins, leukotrienes, and essential fatty acids",2022 Apr; 180(?):102428,aspirin,,hmg-coa reductase,2244,hmgcr,3-hydroxy-3-methylglutaryl-coa reductase,TRUE,20091,9984,34603510,4572961,93,3716
3515397,265,35438409,10.1007/s12011-022-03241-3,2022-04-19,FALSE,"Role of Combination Treatment of Aspirin and Zinc in DMH-DSS-induced Colon Inflammation, Oxidative Stress and Tumour Progression in Male BALB/c Mice","Singothu Siva Nagendra Babu, Shivani Singla, Gopabandhu Jena",Biological trace element research,2022 Apr; ?(?):,aspirin,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
3653012,265,35521358,10.1016/j.sjbs.2022.103289,2022-06-01,FALSE,"Gastroprotective, hepatoprotective, and nephroprotective effects of thymol against the adverse effects of acetylsalicylic acid in rats: Biochemical and histopathological studies","Sawsan M A El-Sheikh, Hadeer M Bahaa, Azza A A Galal, Mohamed M M Metwally, Mahmoud A Said, Reham H Alattar, Esraa M Fahmy",Saudi journal of biological sciences,2022 Jun; 29(6):103289,acetylsalicylic acid; aspirin,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
252968,255,29397336,10.1016/j.pharep.2017.06.003,2018-04-01,FALSE,Artesunate affords protection against aspirin-induced gastric injury by targeting oxidative stress and proinflammatory signaling,"Sneh Verma, Vijay L Kumar",Pharmacological reports : PR,2018 Apr; 70(2):390-397,aspirin,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
8515342,255,28387464,10.1111/jcmm.13166,2017-10-01,FALSE,A novel pH-controlled hydrogen sulfide donor protects gastric mucosa from aspirin-induced injury,"Chun-Tao Yang, Zhen-Zhen Lai, Ze-Hang Zheng, Jian-Ming Kang, Ming Xian, Rui-Yu Wang, Kun Shi, Fu-Hui Meng, Xiang Li, Li Chen, Hui Zhang",Journal of cellular and molecular medicine,2017 10; 21(10):2441-2451,aspirin,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
9535981,255,28451776,10.1007/s10787-017-0354-z,2018-02-01,FALSE,Acetylsalicylic acid-tris-hydroxymethyl-aminomethane reduces colon mucosal damage without causing gastric side effects in a rat model of colitis,"Gabriella Varga, Melinda Ugocsai, Petra Hartmann, Norbert Lajkó, Réka Molnár, Szilárd Szűcs, Dávid Kurszán Jász, Dániel Érces, Miklós Ghyczy, Gábor Tóth, Mihály Boros",Inflammopharmacology,2018 Feb; 26(1):261-271,acetylsalicylic acid,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
3520403,165,35451723,10.1007/s10787-022-00989-x,2022-04-22,FALSE,Gastrointestinal effects of Mentha aquatica L. essential oil,"Lucia Elaine de Oliveira Braga, Gisele Goulart da Silva, Ilza Maria de Oliveira Sousa, Ellen Cristina Souza de Oliveira, Michele Pedroza Jorge, Karin Maia Monteiro, Tamires Carolina Sedano, Mary Ann Foglio, Ana Lucia Tasca Gois Ruiz",Inflammopharmacology,2022 Apr; ?(?):,acetylsalicylic acid,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
3724785,165,35695816,10.1080/08923973.2022.2088386,2022-06-13,FALSE,Rituximab induces a flare-up of activated Neutrophil extracellular traps under in vitro Conditions,"Joerg Hoffmann, Samira Roesner, Andreas Neubauer",Immunopharmacology and immunotoxicology,2022 Jun; ?(?):1-31,acetylsalicylic acid,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
3746432,165,35753608,10.1016/j.jep.2022.115503,2022-06-23,FALSE,Anti-inflammatory and antioxidant effect of methanol extract of latex of Calotropis procera in rat model of colorectal cancer,"Vijay L Kumar, Sneh Verma, Prasenjit Das",Journal of ethnopharmacology,2022 Jun; 296(?):115503,aspirin,,myeloperoxidase,2244,mpo,myeloperoxidase,TRUE,20091,19718,34603510,4572961,104,3694
3760538,265,35792905,10.1080/15384101.2022.2092814,2022-07-06,FALSE,Low-dose aspirin inhibits trophoblast cell apoptosis by activating the CREB/Bcl-2 pathway in pre-eclampsia,"Kai-Min Guo, Wei Li, Zhao-Hua Wang, Lang-Chi He, Yan Feng, Hui-Shu Liu","Cell cycle (Georgetown, Tex.)",2022 Jul; ?(?):1-16,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
5139865,265,33111589,10.1080/09537104.2020.1839637,2021-11-17,FALSE,Pro-apoptotic properties and mitochondrial functionality in platelet-like-particles generated from low Aspirin-incubated Meg-01 cells,"Gala Freixer, Khaoula Zekri-Nechar, José J Zamorano-León, Carlos Hugo-Martínez, Nora V Butta, Elena Monzón, María-José Recio, Manel Giner, Antonio López-Farré",Platelets,2021 Nov; 32(8):1063-1072,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
5161940,260,33170592,10.1097/fjc.0000000000000908,2020-11-01,FALSE,Platelet Apoptotic Response May Be Associated With the Capacity of Aspirin to Inhibit Platelets,"José J Zamorano-León, Martin Gascón, Carlos H Martínez, Gala Freixer, Redy Guerra, Khaoula Zekri-Nechar, Esther Bernardo, Mariano de la Serna-Soto, Antonio Segura, Manel Giner, Miguel A García-Fernández, Carlos Macaya, Antonio J López-Farré",Journal of cardiovascular pharmacology,2020 11; 76(5):584-591,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
5503810,260,34121855,10.1016/j.sjbs.2021.04.017,2021-06-01,FALSE,Neuroprotective effect of aspirin combined with ginkgolide injection on cerebral ischemic stroke rats and its effect on ERK12 signal pathway,"Yan Zhang, Qin Song, Yuanxin Wang, Bingshu Li, Jiming Pan, Haiyan Yang",Saudi journal of biological sciences,2021 Jun; 28(6):3193-3197,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
211888,255,29286113,10.3892/mmr.2017.8346,2018-03-01,FALSE,Synergistic effect of nutlin-3 combined with aspirin in hepatocellular carcinoma HepG2 cells through activation of Bcl-2/Bax signaling pathway,"Runchen Miao, Xinsen Xu, Zhixin Wang, Sushun Liu, Kai Qu, Wei Chen, Chang Liu",Molecular medicine reports,2018 03; 17(3):3735-3743,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
5881117,160,34900217,10.1155/2021/4919410,2021-01-01,FALSE,Ethanol Extract of Pomegranate (Punica granatum) Peel in Increasing the Expression of Caspase-3 in DSS-Induced Mice,"Kusmardi Kusmardi, Lyanna Azzahra Baihaqi, Ari Estuningtyas, Nurhuda Sahar, Hadi Sunaryo, Aryo Tedjo",International journal of inflammation,2021; 2021(?):4919410,aspirin,,caspase-3,2244,casp3,caspase 3,TRUE,20091,54469,34603510,4572961,127,3669
3798257,265,35896270,10.21873/anticanres.15900,2022-08-01,FALSE,Effect of Aspirin on G0/G1 Cell Cycle Arrest and microRNA Signatures in Pancreatic Adenocarcinoma Cells,"Ryota Nakabayashi, Shintaro Fujihara, Hisakazu Iwama, Sae Hamaya, Takaaki Mizuo, Masahiro Hirata, Koji Fujita, Toshiaki Kono, Daisuke Namima, Naoki Fujita, Hiroki Yamana, Kiyoyuki Kobayashi, Hideki Kamada, Asahiro Morishita, Hideki Kobara, Masafumi Ono, Keiichi Okano, Tsutomu Masaki",Anticancer research,2022 Aug; 42(8):4037-4048,aspirin,,p38 mapk; p38 mitogen-activated protein kinase,2244,mapk14,mitogen-activated protein kinase 14,TRUE,20091,34523,34603510,4572961,115,3664
5816131,265,34721682,10.3892/etm.2021.10875,2021-12-01,FALSE,Low-doses of aspirin promote the growth of human PC-9 lung cancer cells through activation of the MAPK family,"Yue Qian, Hongliang Dai, Hongyu Li",Experimental and therapeutic medicine,2021 Dec; 22(6):1440,aspirin,,p38,2244,mapk14,mitogen-activated protein kinase 14,TRUE,20091,34523,34603510,4572961,115,3664
5613390,260,34168274,10.1038/s41371-021-00568-7,2021-06-24,FALSE,The preventive effects of aspirin on preeclampsia based on network pharmacology and bioinformatics,"Jiejie Zhang, Jingrui Huang, Yanhua Zhao, Weishe Zhang",Journal of human hypertension,2021 Jun; ?(?):,aspirin,,mitogen-activated protein kinase 14,2244,mapk14,mitogen-activated protein kinase 14,TRUE,20091,34523,34603510,4572961,115,3664
5710912,260,34437574,10.1371/journal.pone.0256237,2021-01-01,FALSE,Effect of TGF-β1 on eosinophils to induce cysteinyl leukotriene E4 production in aspirin-exacerbated respiratory disease,"Youngwoo Choi, Soyoon Sim, Dong-Hyun Lee, Hee-Ra Lee, Ga-Young Ban, Yoo Seob Shin, Yoon-Keun Kim, Hae-Sim Park",PloS one,2021; 16(8):e0256237,aspirin,,p38,2244,mapk14,mitogen-activated protein kinase 14,TRUE,20091,34523,34603510,4572961,115,3664
211445,255,29285098,10.3892/etm.2017.5252,2017-12-01,FALSE,Aspirin suppresses TNF-α-induced MMP-9 expression via NF-κB and MAPK signaling pathways in RAW264.7 cells,"Ping Zhang, Chao Wu, Xiao-Hui Huang, Chen-Lin Shen, Lin Li, Wei Zhang, Cheng-Zeng Yao",Experimental and therapeutic medicine,2017 Dec; 14(6):5597-5604,aspirin,,p38 kinase,2244,mapk14,mitogen-activated protein kinase 14,TRUE,20091,34523,34603510,4572961,115,3664
